NodeID,X,Y,Z,Ux,Uy,Uz
481,15.875,16.1132,1,0,0,0
482,15.875,15.1342,1,0,0,0
483,15.875,14.1553,1,0,0,0
484,15.875,13.1763,1,0,0,0
485,15.875,12.1974,1,0,0,0
486,15.875,11.2184,1,0,0,0
487,15.875,10.2395,1,0,0,0
488,15.875,9.26053,1,0,0,0
489,15.875,8.28158,1,0,0,0
490,15.875,7.30263,1,0,0,0
491,15.875,6.32368,1,0,0,0
492,15.875,5.34474,1,0,0,0
493,15.875,4.36579,1,0,0,0
494,15.875,3.38684,1,0,0,0
495,15.875,2.40789,1,0,0,0
496,15.875,1.42895,1,0,0,0
497,67.9976,0.45,0,0,0,0
498,66.9953,0.45,0,0,0,0
499,65.9929,0.45,0,0,0,0
500,64.9906,0.45,0,0,0,0
501,63.9882,0.45,0,0,0,0
502,62.9858,0.45,0,0,0,0
503,61.9835,0.45,0,0,0,0
504,60.9811,0.45,0,0,0,0
505,59.9788,0.45,0,0,0,0
506,58.9764,0.45,0,0,0,0
507,57.9741,0.45,0,0,0,0
508,56.9717,0.45,0,0,0,0
509,55.9693,0.45,0,0,0,0
510,54.967,0.45,0,0,0,0
511,53.9646,0.45,0,0,0,0
512,52.9623,0.45,0,0,0,0
513,51.9599,0.45,0,0,0,0
514,50.9575,0.45,0,0,0,0
515,49.9552,0.45,0,0,0,0
516,48.9528,0.45,0,0,0,0
517,47.9505,0.45,0,0,0,0
518,46.9481,0.45,0,0,0,0
519,45.9458,0.45,0,0,0,0
520,44.9434,0.45,0,0,0,0
521,43.941,0.45,0,0,0,0
522,42.9387,0.45,0,0,0,0
523,41.9363,0.45,0,0,0,0
524,40.934,0.45,0,0,0,0
525,39.9316,0.45,0,0,0,0
526,38.9292,0.45,0,0,0,0
527,37.9269,0.45,0,0,0,0
528,36.9245,0.45,0,0,0,0
529,35.9222,0.45,0,0,0,0
530,34.9198,0.45,0,0,0,0
531,33.9175,0.45,0,0,0,0
532,32.9151,0.45,0,0,0,0
533,31.9127,0.45,0,0,0,0
534,30.9104,0.45,0,0,0,0
535,29.908,0.45,0,0,0,0
536,28.9057,0.45,0,0,0,0
537,27.9033,0.45,0,0,0,0
538,26.9009,0.45,0,0,0,0
539,25.8986,0.45,0,0,0,0
540,24.8962,0.45,0,0,0,0
541,23.8939,0.45,0,0,0,0
542,22.8915,0.45,0,0,0,0
543,21.8892,0.45,0,0,0,0
544,20.8868,0.45,0,0,0,0
545,19.8844,0.45,0,0,0,0
546,18.8821,0.45,0,0,0,0
547,17.8797,0.45,0,0,0,0
548,16.8774,0.45,0,0,0,0
549,69,18.0711,0,0,0,0
550,69,17.0921,0,0,0,0
551,69,16.1132,0,0,0,0
552,69,15.1342,0,0,0,0
553,69,14.1553,0,0,0,0
554,69,13.1763,0,0,0,0
555,69,12.1974,0,0,0,0
556,69,11.2184,0,0,0,0
557,69,10.2395,0,0,0,0
558,69,9.26053,0,0,0,0
559,69,8.28158,0,0,0,0
560,69,7.30263,0,0,0,0
561,69,6.32368,0,0,0,0
562,69,5.34474,0,0,0,0
563,69,4.36579,0,0,0,0
564,69,3.38684,0,0,0,0
565,69,2.40789,0,0,0,0
566,69,1.42895,0,0,0,0
567,16.8774,19.05,0,0,0,0
568,17.8797,19.05,0,0,0,0
569,18.8821,19.05,0,0,0,0
570,19.8844,19.05,0,0,0,0
571,20.8868,19.05,0,0,0,0
572,21.8892,19.05,0,0,0,0
573,22.8915,19.05,0,0,0,0
574,23.8939,19.05,0,0,0,0
575,24.8962,19.05,0,0,0,0
576,25.8986,19.05,0,0,0,0
577,26.9009,19.05,0,0,0,0
578,27.9033,19.05,0,0,0,0
579,28.9057,19.05,0,0,0,0
580,29.908,19.05,0,0,0,0
581,30.9104,19.05,0,0,0,0
582,31.9127,19.05,0,0,0,0
583,32.9151,19.05,0,0,0,0
584,33.9175,19.05,0,0,0,0
585,34.9198,19.05,0,0,0,0
586,35.9222,19.05,0,0,0,0
587,36.9245,19.05,0,0,0,0
588,37.9269,19.05,0,0,0,0
589,38.9292,19.05,0,0,0,0
590,39.9316,19.05,0,0,0,0
591,40.934,19.05,0,0,0,0
592,41.9363,19.05,0,0,0,0
593,42.9387,19.05,0,0,0,0
594,43.941,19.05,0,0,0,0
595,44.9434,19.05,0,0,0,0
596,45.9458,19.05,0,0,0,0
597,46.9481,19.05,0,0,0,0
598,47.9505,19.05,0,0,0,0
599,48.9528,19.05,0,0,0,0
600,49.9552,19.05,0,0,0,0
601,50.9575,19.05,0,0,0,0
602,51.9599,19.05,0,0,0,0
603,52.9623,19.05,0,0,0,0
604,53.9646,19.05,0,0,0,0
605,54.967,19.05,0,0,0,0
606,55.9693,19.05,0,0,0,0
607,56.9717,19.05,0,0,0,0
608,57.9741,19.05,0,0,0,0
609,58.9764,19.05,0,0,0,0
610,59.9788,19.05,0,0,0,0
611,60.9811,19.05,0,0,0,0
612,61.9835,19.05,0,0,0,0
613,62.9858,19.05,0,0,0,0
614,63.9882,19.05,0,0,0,0
615,64.9906,19.05,0,0,0,0
616,65.9929,19.05,0,0,0,0
617,66.9953,19.05,0,0,0,0
618,67.9976,19.05,0,0,0,0
619,15.875,1.42895,0,0,0,0
620,15.875,2.40789,0,0,0,0
621,15.875,3.38684,0,0,0,0
622,15.875,4.36579,0,0,0,0
623,15.875,5.34474,0,0,0,0
624,15.875,6.32368,0,0,0,0
625,15.875,7.30263,0,0,0,0
626,15.875,8.28158,0,0,0,0
627,15.875,9.26053,0,0,0,0
628,15.875,10.2395,0,0,0,0
629,15.875,11.2184,0,0,0,0
630,15.875,12.1974,0,0,0,0
631,15.875,13.1763,0,0,0,0
632,15.875,14.1553,0,0,0,0
633,15.875,15.1342,0,0,0,0
634,15.875,16.1132,0,0,0,0
635,15.875,17.0921,0,0,0,0
636,15.875,18.0711,0,0,0,0
637,15.875,19.05,0.333333,0,0,0
638,15.875,19.05,0.666667,0,0,0
639,15.875,0.45,0.666667,0,0,0
640,15.875,0.45,0.333333,0,0,0
641,69,19.05,0.333333,0,0,0
642,69,19.05,0.666667,0,0,0
643,69,0.45,0.666667,0,0,0
644,69,0.45,0.333333,0,0,0
645,2.24506,-16.8049,0.333333,0,0,0
646,2.24506,-16.8049,0.666667,0,0,0
647,2.1322,-16.6975,1,0,0,0
648,2.0142,-16.5957,1,0,0,0
649,1.89135,-16.4998,1,0,0,0
650,1.76394,-16.4101,1,0,0,0
651,1.63228,-16.3267,1,0,0,0
652,1.49668,-16.2499,1,0,0,0
653,1.35749,-16.1798,1,0,0,0
654,1.21502,-16.1167,1,0,0,0
655,1.06963,-16.0606,1,0,0,0
656,0.921654,-16.0117,1,0,0,0
657,0.771462,-15.9702,1,0,0,0
658,0.619412,-15.936,1,0,0,0
659,0.465869,-15.9094,1,0,0,0
660,0.311204,-15.8903,1,0,0,0
661,0.15579,-15.8788,1,0,0,0
662,0,-15.875,0.666667,0,0,0
663,0,-15.875,0.333333,0,0,0
664,0.15579,-15.8788,0,0,0,0
665,0.311204,-15.8903,0,0,0,0
666,0.465869,-15.9094,0,0,0,0
667,0.619412,-15.936,0,0,0,0
668,0.771462,-15.9702,0,0,0,0
669,0.921654,-16.0117,0,0,0,0
670,1.06963,-16.0606,0,0,0,0
671,1.21502,-16.1167,0,0,0,0
672,1.35749,-16.1798,0,0,0,0
673,1.49668,-16.2499,0,0,0,0
674,1.63228,-16.3267,0,0,0,0
675,1.76394,-16.4101,0,0,0,0
676,1.89135,-16.4998,0,0,0,0
677,2.0142,-16.5957,0,0,0,0
678,2.1322,-16.6975,0,0,0,0
679,0.992188,0.45,1,0,0,0
680,1.98438,0.45,1,0,0,0
681,2.97656,0.45,1,0,0,0
682,3.96875,0.45,1,0,0,0
683,4.96094,0.45,1,0,0,0
684,5.95312,0.45,1,0,0,0
685,6.94531,0.45,1,0,0,0
686,7.9375,0.45,1,0,0,0
687,8.92969,0.45,1,0,0,0
688,9.92188,0.45,1,0,0,0
689,10.9141,0.45,1,0,0,0
690,11.9062,0.45,1,0,0,0
691,12.8984,0.45,1,0,0,0
692,13.8906,0.45,1,0,0,0
693,14.8828,0.45,1,0,0,0
694,0,0.45,0.333333,0,0,0
695,0,0.45,0.666667,0,0,0
696,14.8828,0.45,0,0,0,0
697,13.8906,0.45,0,0,0,0
698,12.8984,0.45,0,0,0,0
699,11.9062,0.45,0,0,0,0
700,10.9141,0.45,0,0,0,0
701,9.92188,0.45,0,0,0,0
702,8.92969,0.45,0,0,0,0
703,7.9375,0.45,0,0,0,0
704,6.94531,0.45,0,0,0,0
705,5.95312,0.45,0,0,0,0
706,4.96094,0.45,0,0,0,0
707,3.96875,0.45,0,0,0,0
708,2.97656,0.45,0,0,0,0
709,1.98438,0.45,0,0,0,0
710,0.992188,0.45,0,0,0,0
711,0,-15.0813,0,0,0,0
712,0,-14.2875,0,0,0,0
713,0,-13.4937,0,0,0,0
714,0.288381,-12.7066,0,0,0,0
715,0.576167,-12.7262,0,0,0,0
716,0.862765,-12.7589,0,0,0,0
717,1.14758,-12.8046,0,0,0,0
718,1.43003,-12.8631,0,0,0,0
719,1.70953,-12.9344,0,0,0,0
720,1.9855,-13.0184,0,0,0,0
