ElementID,Type,Volume,Sxx,Syy,Szz,Sxy,Sxz,Syz,Exx,Eyy,Ezz,Exy,Exz,Eyz
39,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
40,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
41,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
42,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
43,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
44,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
45,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
46,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
47,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
48,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
49,C3D8,0.327084,0,0,0,0,0,0,0,0,0,0,0,0
50,C3D8,0.327088,0,0,0,0,0,0,0,0,0,0,0,0
51,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
52,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
53,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
54,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
55,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
56,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
57,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
58,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
59,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
60,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
61,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
62,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
63,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
64,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
65,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
66,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
