ElementID,Type,Volume,Sxx,Syy,Szz,Sxy,Sxz,Syz,Exx,Eyy,Ezz,Exy,Exz,Eyz
6524,C3D8,0.0524194,0,0,0,0,0,0,0,0,0,0,0,0
6525,C3D8,0.0524194,0,0,0,0,0,0,0,0,0,0,0,0
6526,C3D8,0.0524179,0,0,0,0,0,0,0,0,0,0,0,0
6527,C3D8,0.0524179,0,0,0,0,0,0,0,0,0,0,0,0
6528,C3D8,0.0524179,0,0,0,0,0,0,0,0,0,0,0,0
6529,C3D8,0.0524164,0,0,0,0,0,0,0,0,0,0,0,0
6530,C3D8,0.0524164,0,0,0,0,0,0,0,0,0,0,0,0
6531,C3D8,0.0524164,0,0,0,0,0,0,0,0,0,0,0,0
6532,C3D8,0.0524151,0,0,0,0,0,0,0,0,0,0,0,0
6533,C3D8,0.0524151,0,0,0,0,0,0,0,0,0,0,0,0
6534,C3D8,0.0524151,0,0,0,0,0,0,0,0,0,0,0,0
6535,C3D8,0.0524139,0,0,0,0,0,0,0,0,0,0,0,0
6536,C3D8,0.0524139,0,0,0,0,0,0,0,0,0,0,0,0
6537,C3D8,0.0524139,0,0,0,0,0,0,0,0,0,0,0,0
6538,C3D8,0.0524128,0,0,0,0,0,0,0,0,0,0,0,0
6539,C3D8,0.0524128,0,0,0,0,0,0,0,0,0,0,0,0
6540,C3D8,0.0524128,0,0,0,0,0,0,0,0,0,0,0,0
6541,C3D8,0.0524118,0,0,0,0,0,0,0,0,0,0,0,0
6542,C3D8,0.0524118,0,0,0,0,0,0,0,0,0,0,0,0
6543,C3D8,0.0524118,0,0,0,0,0,0,0,0,0,0,0,0
6544,C3D8,0.0524108,0,0,0,0,0,0,0,0,0,0,0,0
6545,C3D8,0.0524108,0,0,0,0,0,0,0,0,0,0,0,0
6546,C3D8,0.0524108,0,0,0,0,0,0,0,0,0,0,0,0
6547,C3D8,0.0524099,0,0,0,0,0,0,0,0,0,0,0,0
6548,C3D8,0.0524099,0,0,0,0,0,0,0,0,0,0,0,0
6549,C3D8,0.0524099,0,0,0,0,0,0,0,0,0,0,0,0
6550,C3D8,0.0524092,0,0,0,0,0,0,0,0,0,0,0,0
6551,C3D8,0.0524092,0,0,0,0,0,0,0,0,0,0,0,0
6552,C3D8,0.0524092,0,0,0,0,0,0,0,0,0,0,0,0
6553,C3D8,0.0524086,0,0,0,0,0,0,0,0,0,0,0,0
6554,C3D8,0.0524086,0,0,0,0,0,0,0,0,0,0,0,0
6555,C3D8,0.0524086,0,0,0,0,0,0,0,0,0,0,0,0
6556,C3D8,0.0524082,0,0,0,0,0,0,0,0,0,0,0,0
6557,C3D8,0.0524082,0,0,0,0,0,0,0,0,0,0,0,0
6558,C3D8,0.0524082,0,0,0,0,0,0,0,0,0,0,0,0
6559,C3D8,0.0524078,0,0,0,0,0,0,0,0,0,0,0,0
6560,C3D8,0.0524078,0,0,0,0,0,0,0,0,0,0,0,0
6561,C3D8,0.0524078,0,0,0,0,0,0,0,0,0,0,0,0
6562,C3D8,0.0524074,0,0,0,0,0,0,0,0,0,0,0,0
6563,C3D8,0.0524074,0,0,0,0,0,0,0,0,0,0,0,0
6564,C3D8,0.0524074,0,0,0,0,0,0,0,0,0,0,0,0
6565,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6566,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6567,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6568,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6569,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6570,C3D8,0.0524072,0,0,0,0,0,0,0,0,0,0,0,0
6571,C3D8,0.0546175,0,0,0,0,0,0,0,0,0,0,0,0
6572,C3D8,0.0546175,0,0,0,0,0,0,0,0,0,0,0,0
6573,C3D8,0.0546174,0,0,0,0,0,0,0,0,0,0,0,0
6574,C3D8,0.0546153,0,0,0,0,0,0,0,0,0,0,0,0
6575,C3D8,0.0546153,0,0,0,0,0,0,0,0,0,0,0,0
6576,C3D8,0.0546153,0,0,0,0,0,0,0,0,0,0,0,0
6577,C3D8,0.0546133,0,0,0,0,0,0,0,0,0,0,0,0
6578,C3D8,0.0546133,0,0,0,0,0,0,0,0,0,0,0,0
6579,C3D8,0.0546133,0,0,0,0,0,0,0,0,0,0,0,0
6580,C3D8,0.0546115,0,0,0,0,0,0,0,0,0,0,0,0
6581,C3D8,0.0546115,0,0,0,0,0,0,0,0,0,0,0,0
6582,C3D8,0.0546115,0,0,0,0,0,0,0,0,0,0,0,0
6583,C3D8,0.0546097,0,0,0,0,0,0,0,0,0,0,0,0
6584,C3D8,0.0546097,0,0,0,0,0,0,0,0,0,0,0,0
6585,C3D8,0.0546097,0,0,0,0,0,0,0,0,0,0,0,0
6586,C3D8,0.0546081,0,0,0,0,0,0,0,0,0,0,0,0
6587,C3D8,0.0546081,0,0,0,0,0,0,0,0,0,0,0,0
6588,C3D8,0.0546081,0,0,0,0,0,0,0,0,0,0,0,0
6589,C3D8,0.0546067,0,0,0,0,0,0,0,0,0,0,0,0
6590,C3D8,0.0546067,0,0,0,0,0,0,0,0,0,0,0,0
6591,C3D8,0.0546067,0,0,0,0,0,0,0,0,0,0,0,0
6592,C3D8,0.0546054,0,0,0,0,0,0,0,0,0,0,0,0
6593,C3D8,0.0546054,0,0,0,0,0,0,0,0,0,0,0,0
6594,C3D8,0.0546054,0,0,0,0,0,0,0,0,0,0,0,0
6595,C3D8,0.0546043,0,0,0,0,0,0,0,0,0,0,0,0
6596,C3D8,0.0546043,0,0,0,0,0,0,0,0,0,0,0,0
6597,C3D8,0.0546043,0,0,0,0,0,0,0,0,0,0,0,0
6598,C3D8,0.0546033,0,0,0,0,0,0,0,0,0,0,0,0
6599,C3D8,0.0546033,0,0,0,0,0,0,0,0,0,0,0,0
6600,C3D8,0.0546033,0,0,0,0,0,0,0,0,0,0,0,0
6601,C3D8,0.0546024,0,0,0,0,0,0,0,0,0,0,0,0
6602,C3D8,0.0546024,0,0,0,0,0,0,0,0,0,0,0,0
6603,C3D8,0.0546024,0,0,0,0,0,0,0,0,0,0,0,0
6604,C3D8,0.0546017,0,0,0,0,0,0,0,0,0,0,0,0
6605,C3D8,0.0546017,0,0,0,0,0,0,0,0,0,0,0,0
6606,C3D8,0.0546017,0,0,0,0,0,0,0,0,0,0,0,0
6607,C3D8,0.0546011,0,0,0,0,0,0,0,0,0,0,0,0
6608,C3D8,0.0546011,0,0,0,0,0,0,0,0,0,0,0,0
6609,C3D8,0.0546011,0,0,0,0,0,0,0,0,0,0,0,0
6610,C3D8,0.0546007,0,0,0,0,0,0,0,0,0,0,0,0
6611,C3D8,0.0546007,0,0,0,0,0,0,0,0,0,0,0,0
6612,C3D8,0.0546007,0,0,0,0,0,0,0,0,0,0,0,0
6613,C3D8,0.0546005,0,0,0,0,0,0,0,0,0,0,0,0
6614,C3D8,0.0546005,0,0,0,0,0,0,0,0,0,0,0,0
6615,C3D8,0.0546005,0,0,0,0,0,0,0,0,0,0,0,0
6616,C3D8,0.0546003,0,0,0,0,0,0,0,0,0,0,0,0
6617,C3D8,0.0546003,0,0,0,0,0,0,0,0,0,0,0,0
6618,C3D8,0.0546003,0,0,0,0,0,0,0,0,0,0,0,0
6619,C3D8,0.0567848,0,0,0,0,0,0,0,0,0,0,0,0
6620,C3D8,0.0567848,0,0,0,0,0,0,0,0,0,0,0,0
6621,C3D8,0.0567848,0,0,0,0,0,0,0,0,0,0,0,0
6622,C3D8,0.0567858,0,0,0,0,0,0,0,0,0,0,0,0
6623,C3D8,0.0567858,0,0,0,0,0,0,0,0,0,0,0,0
6624,C3D8,0.0567858,0,0,0,0,0,0,0,0,0,0,0,0
6625,C3D8,0.0567868,0,0,0,0,0,0,0,0,0,0,0,0
6626,C3D8,0.0567868,0,0,0,0,0,0,0,0,0,0,0,0
6627,C3D8,0.0567868,0,0,0,0,0,0,0,0,0,0,0,0
6628,C3D8,0.0567877,0,0,0,0,0,0,0,0,0,0,0,0
6629,C3D8,0.0567877,0,0,0,0,0,0,0,0,0,0,0,0
6630,C3D8,0.0567877,0,0,0,0,0,0,0,0,0,0,0,0
6631,C3D8,0.0567886,0,0,0,0,0,0,0,0,0,0,0,0
6632,C3D8,0.0567886,0,0,0,0,0,0,0,0,0,0,0,0
6633,C3D8,0.0567886,0,0,0,0,0,0,0,0,0,0,0,0
6634,C3D8,0.0567894,0,0,0,0,0,0,0,0,0,0,0,0
6635,C3D8,0.0567894,0,0,0,0,0,0,0,0,0,0,0,0
6636,C3D8,0.0567894,0,0,0,0,0,0,0,0,0,0,0,0
6637,C3D8,0.0567901,0,0,0,0,0,0,0,0,0,0,0,0
6638,C3D8,0.0567901,0,0,0,0,0,0,0,0,0,0,0,0
6639,C3D8,0.0567901,0,0,0,0,0,0,0,0,0,0,0,0
6640,C3D8,0.0567907,0,0,0,0,0,0,0,0,0,0,0,0
6641,C3D8,0.0567907,0,0,0,0,0,0,0,0,0,0,0,0
6642,C3D8,0.0567907,0,0,0,0,0,0,0,0,0,0,0,0
6643,C3D8,0.0567913,0,0,0,0,0,0,0,0,0,0,0,0
6644,C3D8,0.0567913,0,0,0,0,0,0,0,0,0,0,0,0
6645,C3D8,0.0567913,0,0,0,0,0,0,0,0,0,0,0,0
6646,C3D8,0.0567918,0,0,0,0,0,0,0,0,0,0,0,0
6647,C3D8,0.0567918,0,0,0,0,0,0,0,0,0,0,0,0
6648,C3D8,0.0567918,0,0,0,0,0,0,0,0,0,0,0,0
6649,C3D8,0.0567923,0,0,0,0,0,0,0,0,0,0,0,0
6650,C3D8,0.0567923,0,0,0,0,0,0,0,0,0,0,0,0
6651,C3D8,0.0567923,0,0,0,0,0,0,0,0,0,0,0,0
6652,C3D8,0.0567926,0,0,0,0,0,0,0,0,0,0,0,0
6653,C3D8,0.0567926,0,0,0,0,0,0,0,0,0,0,0,0
6654,C3D8,0.0567926,0,0,0,0,0,0,0,0,0,0,0,0
6655,C3D8,0.0567929,0,0,0,0,0,0,0,0,0,0,0,0
6656,C3D8,0.0567929,0,0,0,0,0,0,0,0,0,0,0,0
6657,C3D8,0.0567929,0,0,0,0,0,0,0,0,0,0,0,0
6658,C3D8,0.0567932,0,0,0,0,0,0,0,0,0,0,0,0
6659,C3D8,0.0567932,0,0,0,0,0,0,0,0,0,0,0,0
6660,C3D8,0.0567931,0,0,0,0,0,0,0,0,0,0,0,0
6661,C3D8,0.0567933,0,0,0,0,0,0,0,0,0,0,0,0
6662,C3D8,0.0567933,0,0,0,0,0,0,0,0,0,0,0,0
6663,C3D8,0.0567932,0,0,0,0,0,0,0,0,0,0,0,0
6664,C3D8,0.0567933,0,0,0,0,0,0,0,0,0,0,0,0
6665,C3D8,0.0567933,0,0,0,0,0,0,0,0,0,0,0,0
6666,C3D8,0.0567933,0,0,0,0,0,0,0,0,0,0,0,0
6667,C3D8,0.0589803,0,0,0,0,0,0,0,0,0,0,0,0
6668,C3D8,0.0589803,0,0,0,0,0,0,0,0,0,0,0,0
6669,C3D8,0.0589803,0,0,0,0,0,0,0,0,0,0,0,0
6670,C3D8,0.0589811,0,0,0,0,0,0,0,0,0,0,0,0
6671,C3D8,0.0589811,0,0,0,0,0,0,0,0,0,0,0,0
6672,C3D8,0.058981,0,0,0,0,0,0,0,0,0,0,0,0
6673,C3D8,0.0589818,0,0,0,0,0,0,0,0,0,0,0,0
6674,C3D8,0.0589818,0,0,0,0,0,0,0,0,0,0,0,0
6675,C3D8,0.0589818,0,0,0,0,0,0,0,0,0,0,0,0
6676,C3D8,0.0589824,0,0,0,0,0,0,0,0,0,0,0,0
6677,C3D8,0.0589824,0,0,0,0,0,0,0,0,0,0,0,0
6678,C3D8,0.0589824,0,0,0,0,0,0,0,0,0,0,0,0
6679,C3D8,0.0589831,0,0,0,0,0,0,0,0,0,0,0,0
6680,C3D8,0.0589831,0,0,0,0,0,0,0,0,0,0,0,0
6681,C3D8,0.0589831,0,0,0,0,0,0,0,0,0,0,0,0
6682,C3D8,0.0589838,0,0,0,0,0,0,0,0,0,0,0,0
6683,C3D8,0.0589838,0,0,0,0,0,0,0,0,0,0,0,0
6684,C3D8,0.0589838,0,0,0,0,0,0,0,0,0,0,0,0
6685,C3D8,0.0589842,0,0,0,0,0,0,0,0,0,0,0,0
6686,C3D8,0.0589842,0,0,0,0,0,0,0,0,0,0,0,0
6687,C3D8,0.0589842,0,0,0,0,0,0,0,0,0,0,0,0
6688,C3D8,0.0589847,0,0,0,0,0,0,0,0,0,0,0,0
6689,C3D8,0.0589847,0,0,0,0,0,0,0,0,0,0,0,0
6690,C3D8,0.0589847,0,0,0,0,0,0,0,0,0,0,0,0
6691,C3D8,0.0589851,0,0,0,0,0,0,0,0,0,0,0,0
6692,C3D8,0.0589851,0,0,0,0,0,0,0,0,0,0,0,0
6693,C3D8,0.0589851,0,0,0,0,0,0,0,0,0,0,0,0
6694,C3D8,0.0589854,0,0,0,0,0,0,0,0,0,0,0,0
6695,C3D8,0.0589854,0,0,0,0,0,0,0,0,0,0,0,0
6696,C3D8,0.0589854,0,0,0,0,0,0,0,0,0,0,0,0
6697,C3D8,0.0589857,0,0,0,0,0,0,0,0,0,0,0,0
6698,C3D8,0.0589857,0,0,0,0,0,0,0,0,0,0,0,0
6699,C3D8,0.0589857,0,0,0,0,0,0,0,0,0,0,0,0
6700,C3D8,0.058986,0,0,0,0,0,0,0,0,0,0,0,0
6701,C3D8,0.058986,0,0,0,0,0,0,0,0,0,0,0,0
6702,C3D8,0.058986,0,0,0,0,0,0,0,0,0,0,0,0
6703,C3D8,0.0589862,0,0,0,0,0,0,0,0,0,0,0,0
6704,C3D8,0.0589862,0,0,0,0,0,0,0,0,0,0,0,0
6705,C3D8,0.0589862,0,0,0,0,0,0,0,0,0,0,0,0
6706,C3D8,0.0589863,0,0,0,0,0,0,0,0,0,0,0,0
6707,C3D8,0.0589863,0,0,0,0,0,0,0,0,0,0,0,0
6708,C3D8,0.0589863,0,0,0,0,0,0,0,0,0,0,0,0
6709,C3D8,0.0589864,0,0,0,0,0,0,0,0,0,0,0,0
6710,C3D8,0.0589864,0,0,0,0,0,0,0,0,0,0,0,0
6711,C3D8,0.0589864,0,0,0,0,0,0,0,0,0,0,0,0
6712,C3D8,0.0589865,0,0,0,0,0,0,0,0,0,0,0,0
6713,C3D8,0.0589865,0,0,0,0,0,0,0,0,0,0,0,0
6714,C3D8,0.0589865,0,0,0,0,0,0,0,0,0,0,0,0
6715,C3D8,0.061176,0,0,0,0,0,0,0,0,0,0,0,0
6716,C3D8,0.061176,0,0,0,0,0,0,0,0,0,0,0,0
6717,C3D8,0.061176,0,0,0,0,0,0,0,0,0,0,0,0
6718,C3D8,0.0611764,0,0,0,0,0,0,0,0,0,0,0,0
6719,C3D8,0.0611764,0,0,0,0,0,0,0,0,0,0,0,0
6720,C3D8,0.0611764,0,0,0,0,0,0,0,0,0,0,0,0
6721,C3D8,0.0611769,0,0,0,0,0,0,0,0,0,0,0,0
6722,C3D8,0.0611769,0,0,0,0,0,0,0,0,0,0,0,0
6723,C3D8,0.0611769,0,0,0,0,0,0,0,0,0,0,0,0
6724,C3D8,0.0611772,0,0,0,0,0,0,0,0,0,0,0,0
6725,C3D8,0.0611772,0,0,0,0,0,0,0,0,0,0,0,0
6726,C3D8,0.0611772,0,0,0,0,0,0,0,0,0,0,0,0
6727,C3D8,0.0611776,0,0,0,0,0,0,0,0,0,0,0,0
6728,C3D8,0.0611776,0,0,0,0,0,0,0,0,0,0,0,0
6729,C3D8,0.0611776,0,0,0,0,0,0,0,0,0,0,0,0
6730,C3D8,0.061178,0,0,0,0,0,0,0,0,0,0,0,0
6731,C3D8,0.061178,0,0,0,0,0,0,0,0,0,0,0,0
6732,C3D8,0.061178,0,0,0,0,0,0,0,0,0,0,0,0
6733,C3D8,0.0611783,0,0,0,0,0,0,0,0,0,0,0,0
6734,C3D8,0.0611783,0,0,0,0,0,0,0,0,0,0,0,0
6735,C3D8,0.0611783,0,0,0,0,0,0,0,0,0,0,0,0
6736,C3D8,0.0611786,0,0,0,0,0,0,0,0,0,0,0,0
6737,C3D8,0.0611786,0,0,0,0,0,0,0,0,0,0,0,0
6738,C3D8,0.0611786,0,0,0,0,0,0,0,0,0,0,0,0
6739,C3D8,0.0611788,0,0,0,0,0,0,0,0,0,0,0,0
6740,C3D8,0.0611788,0,0,0,0,0,0,0,0,0,0,0,0
6741,C3D8,0.0611788,0,0,0,0,0,0,0,0,0,0,0,0
6742,C3D8,0.0611791,0,0,0,0,0,0,0,0,0,0,0,0
6743,C3D8,0.0611791,0,0,0,0,0,0,0,0,0,0,0,0
6744,C3D8,0.0611791,0,0,0,0,0,0,0,0,0,0,0,0
6745,C3D8,0.0611792,0,0,0,0,0,0,0,0,0,0,0,0
6746,C3D8,0.0611792,0,0,0,0,0,0,0,0,0,0,0,0
6747,C3D8,0.0611792,0,0,0,0,0,0,0,0,0,0,0,0
6748,C3D8,0.0611794,0,0,0,0,0,0,0,0,0,0,0,0
6749,C3D8,0.0611794,0,0,0,0,0,0,0,0,0,0,0,0
6750,C3D8,0.0611794,0,0,0,0,0,0,0,0,0,0,0,0
6751,C3D8,0.0611795,0,0,0,0,0,0,0,0,0,0,0,0
6752,C3D8,0.0611795,0,0,0,0,0,0,0,0,0,0,0,0
6753,C3D8,0.0611795,0,0,0,0,0,0,0,0,0,0,0,0
6754,C3D8,0.0611796,0,0,0,0,0,0,0,0,0,0,0,0
6755,C3D8,0.0611796,0,0,0,0,0,0,0,0,0,0,0,0
6756,C3D8,0.0611796,0,0,0,0,0,0,0,0,0,0,0,0
6757,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6758,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6759,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6760,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6761,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6762,C3D8,0.0611797,0,0,0,0,0,0,0,0,0,0,0,0
6763,C3D8,0.0633716,0,0,0,0,0,0,0,0,0,0,0,0
6764,C3D8,0.0633716,0,0,0,0,0,0,0,0,0,0,0,0
6765,C3D8,0.0633716,0,0,0,0,0,0,0,0,0,0,0,0
6766,C3D8,0.0633717,0,0,0,0,0,0,0,0,0,0,0,0
6767,C3D8,0.0633717,0,0,0,0,0,0,0,0,0,0,0,0
6768,C3D8,0.0633717,0,0,0,0,0,0,0,0,0,0,0,0
6769,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6770,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6771,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6772,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6773,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6774,C3D8,0.0633719,0,0,0,0,0,0,0,0,0,0,0,0
6775,C3D8,0.0633721,0,0,0,0,0,0,0,0,0,0,0,0
6776,C3D8,0.0633721,0,0,0,0,0,0,0,0,0,0,0,0
6777,C3D8,0.0633721,0,0,0,0,0,0,0,0,0,0,0,0
6778,C3D8,0.0633723,0,0,0,0,0,0,0,0,0,0,0,0
6779,C3D8,0.0633723,0,0,0,0,0,0,0,0,0,0,0,0
6780,C3D8,0.0633723,0,0,0,0,0,0,0,0,0,0,0,0
6781,C3D8,0.0633724,0,0,0,0,0,0,0,0,0,0,0,0
6782,C3D8,0.0633724,0,0,0,0,0,0,0,0,0,0,0,0
6783,C3D8,0.0633724,0,0,0,0,0,0,0,0,0,0,0,0
6784,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6785,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6786,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6787,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6788,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6789,C3D8,0.0633725,0,0,0,0,0,0,0,0,0,0,0,0
6790,C3D8,0.0633727,0,0,0,0,0,0,0,0,0,0,0,0
6791,C3D8,0.0633727,0,0,0,0,0,0,0,0,0,0,0,0
6792,C3D8,0.0633726,0,0,0,0,0,0,0,0,0,0,0,0
6793,C3D8,0.0633727,0,0,0,0,0,0,0,0,0,0,0,0
6794,C3D8,0.0633727,0,0,0,0,0,0,0,0,0,0,0,0
6795,C3D8,0.0633727,0,0,0,0,0,0,0,0,0,0,0,0
6796,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6797,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6798,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6799,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6800,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6801,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6802,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6803,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6804,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6805,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6806,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6807,C3D8,0.0633728,0,0,0,0,0,0,0,0,0,0,0,0
6808,C3D8,0.0633729,0,0,0,0,0,0,0,0,0,0,0,0
6809,C3D8,0.0633729,0,0,0,0,0,0,0,0,0,0,0,0
6810,C3D8,0.0633729,0,0,0,0,0,0,0,0,0,0,0,0
6811,C3D8,0.0655672,0,0,0,0,0,0,0,0,0,0,0,0
6812,C3D8,0.0655672,0,0,0,0,0,0,0,0,0,0,0,0
6813,C3D8,0.0655672,0,0,0,0,0,0,0,0,0,0,0,0
6814,C3D8,0.065567,0,0,0,0,0,0,0,0,0,0,0,0
6815,C3D8,0.065567,0,0,0,0,0,0,0,0,0,0,0,0
6816,C3D8,0.065567,0,0,0,0,0,0,0,0,0,0,0,0
6817,C3D8,0.0655669,0,0,0,0,0,0,0,0,0,0,0,0
6818,C3D8,0.065567,0,0,0,0,0,0,0,0,0,0,0,0
6819,C3D8,0.0655669,0,0,0,0,0,0,0,0,0,0,0,0
6820,C3D8,0.0655669,0,0,0,0,0,0,0,0,0,0,0,0
6821,C3D8,0.0655669,0,0,0,0,0,0,0,0,0,0,0,0
6822,C3D8,0.0655669,0,0,0,0,0,0,0,0,0,0,0,0
6823,C3D8,0.0655667,0,0,0,0,0,0,0,0,0,0,0,0
6824,C3D8,0.0655667,0,0,0,0,0,0,0,0,0,0,0,0
6825,C3D8,0.0655667,0,0,0,0,0,0,0,0,0,0,0,0
6826,C3D8,0.0655666,0,0,0,0,0,0,0,0,0,0,0,0
6827,C3D8,0.0655666,0,0,0,0,0,0,0,0,0,0,0,0
6828,C3D8,0.0655666,0,0,0,0,0,0,0,0,0,0,0,0
6829,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6830,C3D8,0.0655665,0,0,0,0,0,0,0,0,0,0,0,0
6831,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6832,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6833,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6834,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6835,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6836,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6837,C3D8,0.0655664,0,0,0,0,0,0,0,0,0,0,0,0
6838,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6839,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6840,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6841,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6842,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6843,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6844,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6845,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6846,C3D8,0.0655662,0,0,0,0,0,0,0,0,0,0,0,0
6847,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6848,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6849,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6850,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6851,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6852,C3D8,0.0655661,0,0,0,0,0,0,0,0,0,0,0,0
6853,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6854,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6855,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6856,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6857,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6858,C3D8,0.065566,0,0,0,0,0,0,0,0,0,0,0,0
6859,C3D8,0.0677628,0,0,0,0,0,0,0,0,0,0,0,0
6860,C3D8,0.0677628,0,0,0,0,0,0,0,0,0,0,0,0
6861,C3D8,0.0677628,0,0,0,0,0,0,0,0,0,0,0,0
6862,C3D8,0.0677624,0,0,0,0,0,0,0,0,0,0,0,0
6863,C3D8,0.0677623,0,0,0,0,0,0,0,0,0,0,0,0
6864,C3D8,0.0677624,0,0,0,0,0,0,0,0,0,0,0,0
6865,C3D8,0.067762,0,0,0,0,0,0,0,0,0,0,0,0
6866,C3D8,0.0677619,0,0,0,0,0,0,0,0,0,0,0,0
6867,C3D8,0.067762,0,0,0,0,0,0,0,0,0,0,0,0
6868,C3D8,0.0677616,0,0,0,0,0,0,0,0,0,0,0,0
6869,C3D8,0.0677615,0,0,0,0,0,0,0,0,0,0,0,0
6870,C3D8,0.0677616,0,0,0,0,0,0,0,0,0,0,0,0
6871,C3D8,0.0677612,0,0,0,0,0,0,0,0,0,0,0,0
6872,C3D8,0.0677611,0,0,0,0,0,0,0,0,0,0,0,0
6873,C3D8,0.0677612,0,0,0,0,0,0,0,0,0,0,0,0
6874,C3D8,0.0677609,0,0,0,0,0,0,0,0,0,0,0,0
6875,C3D8,0.0677608,0,0,0,0,0,0,0,0,0,0,0,0
6876,C3D8,0.0677609,0,0,0,0,0,0,0,0,0,0,0,0
6877,C3D8,0.0677606,0,0,0,0,0,0,0,0,0,0,0,0
6878,C3D8,0.0677605,0,0,0,0,0,0,0,0,0,0,0,0
6879,C3D8,0.0677606,0,0,0,0,0,0,0,0,0,0,0,0
6880,C3D8,0.0677603,0,0,0,0,0,0,0,0,0,0,0,0
6881,C3D8,0.0677603,0,0,0,0,0,0,0,0,0,0,0,0
6882,C3D8,0.0677603,0,0,0,0,0,0,0,0,0,0,0,0
6883,C3D8,0.06776,0,0,0,0,0,0,0,0,0,0,0,0
6884,C3D8,0.06776,0,0,0,0,0,0,0,0,0,0,0,0
6885,C3D8,0.0677601,0,0,0,0,0,0,0,0,0,0,0,0
6886,C3D8,0.0677598,0,0,0,0,0,0,0,0,0,0,0,0
6887,C3D8,0.0677598,0,0,0,0,0,0,0,0,0,0,0,0
6888,C3D8,0.0677598,0,0,0,0,0,0,0,0,0,0,0,0
6889,C3D8,0.0677597,0,0,0,0,0,0,0,0,0,0,0,0
6890,C3D8,0.0677596,0,0,0,0,0,0,0,0,0,0,0,0
